2.11,5.63,0.37,0.27,1.87,0.15,1.83,4.76,0.38,0.40,0.90,2.37,0.38,1.24,2.39,3.62,0.63,0.39,0.68,0.69,1.67,5.36
3.66,8.90,0.41,0.05,1.28,0.04,3.58,8.66,0.41,0.41,1.94,4.13,0.47,2.20,4.77,6.96,1.14,0.64,1.85,1.62,2.70,9.26
4.76,10.66,0.45,0.04,1.24,0.04,4.69,10.43,0.45,0.45,2.38,4.61,0.52,1.98,5.09,7.06,1.18,0.73,1.60,1.58,2.70,11.90
2.93,7.61,0.39,0.47,2.31,0.20,2.47,6.29,0.39,0.42,1.25,2.65,0.47,0.86,2.27,3.13,2.25,0.93,0.29,1.31,2.03,7.60
2.82,7.63,0.37,0.47,2.39,0.20,2.35,6.24,0.38,0.40,1.13,2.57,0.44,0.71,2.26,2.97,2.17,0.83,0.24,1.22,1.97,7.23
3.13,8.04,0.39,0.50,2.58,0.20,2.62,6.47,0.40,0.42,1.29,2.62,0.49,0.76,2.40,3.15,2.63,1.05,0.34,1.36,1.98,8.03
5.53,12.68,0.44,0.85,3.35,0.25,4.67,10.33,0.45,0.47,2.29,3.80,0.60,0.97,2.19,3.16,2.25,0.82,0.31,1.54,2.07,14.20
5.06,11.91,0.43,0.92,3.45,0.27,4.16,9.47,0.44,0.46,2.00,3.42,0.58,0.76,1.99,2.76,2.30,0.86,0.19,1.48,1.88,13.08
5.52,13.20,0.42,0.88,3.65,0.24,4.62,10.56,0.44,0.45,2.40,3.81,0.63,0.78,2.29,3.06,2.69,0.96,0.25,1.71,1.93,14.28
5.25,12.41,0.42,1.19,4.32,0.28,4.04,9.08,0.45,0.47,2.68,4.38,0.61,0.82,2.78,3.60,2.76,0.97,0.28,1.75,2.03,14.34
6.19,14.83,0.42,1.48,4.85,0.31,4.70,10.98,0.43,0.47,3.55,5.40,0.66,0.84,3.34,4.18,3.46,1.18,0.29,2.37,2.18,17.38
6.73,16.14,0.42,1.79,5.94,0.30,4.96,11.21,0.44,0.47,3.66,5.48,0.67,0.81,3.18,4.00,3.63,1.32,0.38,2.45,2.26,18.94
4.80,11.20,0.43,0.19,1.75,0.11,4.63,10.47,0.44,0.44,2.46,4.36,0.56,1.88,4.58,6.46,1.58,0.89,0.90,1.60,2.84,12.29
5.37,12.10,0.44,0.28,1.96,0.15,5.09,11.16,0.46,0.46,2.76,4.74,0.58,2.07,5.26,7.33,1.74,0.89,0.91,1.76,2.71,13.80
5.42,12.20,0.44,0.27,1.82,0.15,5.17,11.39,0.45,0.46,2.24,4.15,0.54,1.99,4.95,6.95,1.42,0.80,0.85,1.53,2.65,13.37
2.89,6.63,0.44,0.02,1.10,0.02,2.87,6.54,0.44,0.44,1.27,3.03,0.42,1.83,3.31,5.14,0.68,0.59,1.01,1.08,2.44,7.06
2.87,6.49,0.44,0.04,1.12,0.04,2.83,6.36,0.45,0.45,1.68,3.52,0.48,1.71,3.17,4.88,0.78,0.50,0.98,1.02,2.11,7.46
4.40,9.45,0.47,0.00,1.11,0.00,4.40,9.35,0.47,0.47,2.04,4.29,0.48,2.86,5.33,8.19,1.21,0.71,1.68,1.37,2.71,10.83
3.62,8.47,0.43,0.06,1.23,0.05,3.56,8.23,0.43,0.43,1.56,3.32,0.47,1.82,3.67,5.49,0.83,0.50,1.14,1.27,2.21,8.86
4.26,9.30,0.46,0.11,1.30,0.08,4.14,8.98,0.46,0.46,1.65,3.35,0.49,2.06,4.06,6.12,0.83,0.54,1.15,1.14,2.12,10.25
5.29,11.11,0.48,0.18,1.50,0.12,5.10,10.60,0.48,0.48,1.89,3.73,0.51,2.29,5.06,7.35,1.13,0.58,1.24,1.27,2.45,12.65
4.63,10.65,0.43,0.58,2.54,0.23,4.05,9.09,0.45,0.46,2.06,3.44,0.60,0.88,1.93,2.81,3.71,0.99,0.29,1.83,2.32,11.90
4.55,10.71,0.43,0.53,2.54,0.21,4.03,9.16,0.44,0.45,1.94,3.33,0.58,0.84,2.04,2.87,4.34,1.11,0.22,1.98,2.42,11.60
4.51,10.68,0.42,0.81,3.01,0.27,3.74,8.63,0.43,0.46,2.18,3.47,0.63,0.59,2.07,2.65,4.64,1.04,0.21,1.95,2.31,12.07
6.77,15.47,0.44,0.42,2.21,0.19,6.36,14.27,0.45,0.45,4.63,7.04,0.66,2.88,6.55,9.43,2.24,0.88,1.25,2.13,2.68,18.61
6.94,15.47,0.45,0.26,2.10,0.12,6.64,14.37,0.46,0.46,5.09,7.55,0.67,2.76,7.10,9.86,2.30,0.97,1.25,2.40,2.74,19.17
7.12,15.62,0.46,0.42,2.20,0.19,6.73,14.44,0.47,0.47,5.10,7.57,0.67,2.66,6.86,9.52,2.92,0.86,1.20,2.34,2.77,19.83
5.64,14.04,0.40,1.31,4.60,0.28,4.34,10.42,0.42,0.45,2.65,4.35,0.61,0.64,2.62,3.26,4.66,1.37,0.24,2.22,2.07,15.26
5.72,14.34,0.40,1.42,5.05,0.28,4.29,10.28,0.42,0.45,2.66,4.30,0.62,0.71,2.59,3.30,4.72,1.26,0.27,2.28,2.16,15.50
5.62,14.11,0.40,1.34,4.76,0.28,4.29,10.36,0.41,0.45,2.74,4.45,0.62,0.67,2.55,3.22,4.64,1.16,0.27,2.22,2.02,15.34
5.89,13.67,0.43,0.36,2.07,0.17,5.52,12.62,0.44,0.44,3.47,5.67,0.61,2.19,5.01,7.20,1.83,0.73,1.36,1.81,2.60,15.58
6.58,14.18,0.46,0.45,2.22,0.20,6.14,12.96,0.47,0.48,3.98,6.08,0.66,2.28,5.68,7.97,1.95,0.91,1.54,2.24,2.97,17.61
6.62,14.26,0.46,0.51,2.48,0.20,6.11,12.81,0.48,0.48,4.14,6.30,0.66,2.12,5.78,7.90,2.05,0.84,1.48,2.10,3.09,17.89
4.33,11.37,0.38,0.73,3.28,0.22,3.59,9.09,0.39,0.41,2.21,3.97,0.56,0.48,2.15,2.63,3.83,0.91,0.20,2.14,1.87,11.58
4.76,12.57,0.38,0.85,3.68,0.23,3.89,9.89,0.39,0.41,2.42,3.98,0.61,0.70,2.15,2.85,4.12,1.09,0.25,2.17,2.18,12.75
4.30,10.99,0.39,0.70,3.14,0.22,3.61,8.83,0.41,0.42,1.95,3.60,0.54,0.46,2.01,2.47,4.02,0.84,0.23,1.85,1.97,11.25
3.18,8.33,0.38,0.56,2.60,0.21,2.64,6.75,0.39,0.41,1.38,2.95,0.47,0.87,2.74,3.61,1.36,0.67,0.27,1.29,1.91,8.33
3.91,9.56,0.41,0.94,3.37,0.28,3.00,7.19,0.42,0.46,1.56,3.22,0.48,1.01,2.78,3.79,1.70,0.85,0.35,1.34,2.07,10.38
4.17,10.70,0.39,0.93,3.72,0.25,3.23,7.98,0.41,0.43,1.90,3.65,0.52,0.91,2.53,3.44,2.28,0.90,0.35,1.58,2.12,11.14
3.84,9.66,0.40,0.41,2.32,0.18,3.45,8.35,0.41,0.42,2.20,4.13,0.53,1.26,3.11,4.37,1.49,0.99,0.50,1.43,2.27,10.33
3.66,9.24,0.40,0.44,2.35,0.19,3.23,7.88,0.41,0.42,1.85,3.77,0.49,1.07,2.69,3.75,1.42,0.95,0.48,1.36,2.00,9.63
5.87,13.86,0.42,0.73,3.21,0.23,5.12,11.66,0.44,0.45,3.43,5.37,0.64,1.25,4.16,5.41,2.73,1.21,0.46,2.08,2.81,15.86
7.06,15.41,0.46,0.19,1.58,0.12,6.87,14.88,0.46,0.46,4.17,6.63,0.63,2.69,6.34,9.03,2.35,1.10,1.98,2.58,3.08,18.47
7.34,15.24,0.48,0.17,1.58,0.11,7.15,14.71,0.49,0.49,4.61,7.15,0.65,2.40,6.17,8.57,2.41,1.03,1.85,2.46,2.71,19.44
6.63,14.07,0.47,0.11,1.39,0.08,6.51,13.68,0.48,0.47,4.27,6.71,0.64,2.64,6.28,8.93,2.39,0.96,1.85,2.42,2.86,17.61
7.70,17.85,0.43,1.26,4.61,0.27,6.46,14.24,0.45,0.47,4.36,6.42,0.68,1.03,3.52,4.54,4.15,1.22,0.41,2.76,2.32,21.07
7.84,17.38,0.45,1.39,4.75,0.29,6.44,13.62,0.47,0.49,4.15,6.18,0.67,0.97,3.97,4.94,4.44,1.26,0.45,2.83,2.43,21.22
7.23,16.78,0.43,1.11,4.04,0.27,6.13,13.72,0.45,0.46,4.55,6.51,0.70,0.87,4.16,5.03,4.52,1.31,0.51,2.66,2.29,20.13
3.04,7.02,0.43,0.17,1.48,0.11,2.84,6.52,0.44,0.44,1.55,3.22,0.48,1.44,3.18,4.62,1.04,0.49,0.61,1.23,2.55,7.75
2.52,5.99,0.42,0.15,1.46,0.10,2.38,5.53,0.43,0.43,1.12,2.62,0.43,1.29,2.85,4.14,0.99,0.43,0.53,1.09,2.15,6.31
3.55,7.91,0.45,0.00,1.06,0.00,3.55,7.84,0.45,0.45,1.85,3.57,0.52,1.86,3.73,5.59,1.07,0.53,0.71,1.42,2.59,8.96
6.04,13.01,0.46,0.20,1.87,0.10,5.85,12.14,0.48,0.47,3.60,6.02,0.60,3.01,6.69,9.70,2.59,1.13,1.17,2.43,2.89,15.88
6.07,13.21,0.46,0.34,1.99,0.17,5.74,12.22,0.47,0.47,3.88,6.29,0.62,2.92,6.19,9.10,2.51,1.05,0.89,2.40,2.72,16.38
5.83,12.21,0.48,0.28,1.93,0.14,5.53,11.28,0.49,0.49,3.41,5.58,0.61,2.45,5.96,8.41,2.56,1.03,0.87,2.19,2.96,15.31
6.49,15.30,0.42,0.89,3.67,0.24,5.58,12.62,0.44,0.45,3.68,5.65,0.65,1.36,3.73,5.09,3.04,1.07,0.48,2.38,2.41,17.52
6.30,14.71,0.43,0.65,2.97,0.22,5.67,12.76,0.44,0.45,3.90,6.00,0.65,1.35,3.74,5.09,3.10,0.96,0.46,2.38,2.34,17.19
6.47,15.50,0.42,0.77,3.21,0.24,5.69,13.29,0.43,0.44,4.09,6.14,0.67,1.32,4.03,5.34,3.26,1.00,0.37,2.35,2.53,17.76
2.64,7.32,0.36,1.01,3.79,0.27,1.63,4.52,0.36,0.43,0.84,2.13,0.39,0.76,2.60,3.36,1.03,0.45,0.33,0.88,1.72,7.12
2.28,6.63,0.34,0.94,3.59,0.26,1.34,4.03,0.33,0.41,0.72,1.98,0.36,0.83,2.45,3.28,0.79,0.48,0.35,0.79,1.88,6.22
2.47,7.08,0.35,1.08,4.10,0.26,1.38,3.97,0.35,0.43,1.02,2.27,0.45,0.83,2.70,3.52,1.12,0.48,0.34,0.87,1.89,7.01
4.33,10.05,0.43,0.23,1.76,0.13,4.10,9.29,0.44,0.44,2.23,4.19,0.53,1.99,4.17,6.17,1.48,1.05,1.05,1.67,2.91,11.12
3.56,8.71,0.41,0.27,1.85,0.15,3.28,7.87,0.42,0.42,1.68,3.49,0.48,1.52,3.89,5.41,1.34,0.90,0.79,1.39,2.81,9.06
3.75,8.83,0.42,0.22,1.75,0.13,3.50,8.09,0.43,0.44,1.92,3.57,0.54,1.57,4.11,5.68,1.51,0.99,0.89,1.44,2.68,9.59
6.10,14.17,0.43,0.64,2.84,0.23,5.46,12.34,0.44,0.45,2.63,4.35,0.61,0.89,2.63,3.53,6.00,1.60,0.29,2.60,2.20,15.48
6.45,15.07,0.43,0.74,3.24,0.23,5.69,12.86,0.44,0.45,3.18,5.10,0.62,0.79,2.89,3.67,6.31,1.59,0.23,2.51,2.21,16.78
6.54,15.17,0.43,0.81,3.33,0.24,5.75,12.86,0.45,0.46,2.87,4.78,0.60,0.72,3.01,3.73,6.50,1.43,0.33,2.67,2.15,16.80
5.16,12.46,0.41,0.76,3.17,0.24,4.41,10.29,0.43,0.44,2.37,4.00,0.59,0.89,2.77,3.66,3.34,1.00,0.22,1.86,2.17,13.48
4.52,11.16,0.40,0.60,2.66,0.22,3.95,9.49,0.42,0.43,2.17,3.62,0.60,0.86,2.19,3.05,2.89,0.86,0.23,1.60,2.03,11.86
4.02,10.11,0.40,0.81,3.25,0.25,3.20,7.87,0.41,0.44,1.53,2.91,0.53,0.67,2.09,2.77,2.65,0.88,0.15,1.41,1.99,10.38
6.08,14.51,0.42,0.50,2.52,0.20,5.57,13.00,0.43,0.44,2.86,4.60,0.62,1.09,2.39,3.47,4.23,1.70,0.40,2.37,2.49,15.49
6.13,14.62,0.42,0.54,2.62,0.21,5.61,12.99,0.43,0.44,3.16,5.01,0.63,1.08,2.70,3.78,4.20,1.75,0.28,2.16,2.40,15.99
5.67,13.36,0.42,0.37,2.14,0.17,5.29,12.21,0.43,0.44,2.95,4.76,0.62,0.85,2.53,3.38,4.77,1.43,0.35,2.40,2.49,14.64
6.09,14.71,0.41,1.36,4.90,0.28,4.71,10.84,0.43,0.46,3.45,5.20,0.66,0.67,2.61,3.27,4.16,1.17,0.23,2.44,2.29,16.98
5.55,13.20,0.42,1.04,3.79,0.27,4.53,10.39,0.44,0.46,3.33,5.11,0.65,0.57,2.70,3.28,4.21,1.13,0.20,2.24,2.18,15.50
5.60,13.43,0.42,1.20,4.13,0.29,4.40,10.31,0.43,0.46,3.22,5.02,0.64,0.63,2.81,3.44,3.83,0.82,0.20,2.13,2.17,15.64
2.33,6.68,0.35,0.70,3.13,0.22,1.61,4.58,0.35,0.40,0.88,2.14,0.41,0.35,1.74,2.10,0.91,0.47,0.22,0.77,1.46,6.19
3.65,9.12,0.40,1.27,4.38,0.29,2.36,5.67,0.42,0.47,1.42,2.79,0.51,0.52,3.18,3.70,1.57,0.72,0.35,1.10,1.62,9.94
4.54,11.33,0.40,1.65,5.46,0.30,2.94,6.87,0.43,0.47,1.58,3.08,0.51,0.59,2.89,3.48,2.23,0.95,0.45,1.24,1.80,12.42
4.88,11.28,0.43,0.07,1.26,0.05,4.80,11.01,0.44,0.44,2.43,4.45,0.55,2.19,4.77,6.96,1.37,0.87,1.24,1.85,2.88,12.23
4.41,10.10,0.44,0.06,1.19,0.05,4.36,9.94,0.44,0.44,2.06,4.05,0.51,2.15,4.79,6.95,1.44,0.77,1.09,1.68,2.89,10.97
5.18,11.59,0.45,0.01,1.16,0.01,5.17,11.45,0.45,0.45,2.64,4.59,0.58,2.74,5.25,8.00,1.70,0.74,1.34,1.92,3.07,13.02
4.84,11.65,0.42,0.66,2.96,0.22,4.18,9.67,0.43,0.44,2.33,4.03,0.58,1.05,3.40,4.45,1.76,0.88,0.51,1.45,2.07,12.69
5.55,12.70,0.44,0.83,3.29,0.25,4.72,10.41,0.45,0.47,2.52,4.33,0.58,1.01,3.91,4.91,2.15,0.92,0.56,1.54,2.04,14.45
5.42,12.94,0.42,0.84,3.55,0.24,4.54,10.39,0.44,0.45,2.52,4.23,0.60,1.18,3.99,5.17,2.05,1.04,0.58,1.69,2.17,14.12
4.64,10.97,0.42,0.75,3.22,0.23,3.85,8.73,0.44,0.46,2.04,3.71,0.55,1.32,3.67,4.99,1.42,0.78,0.53,1.22,2.09,11.99
5.16,11.93,0.43,0.78,3.17,0.25,4.39,9.76,0.45,0.47,2.30,3.99,0.58,1.21,3.81,5.02,1.49,0.88,0.53,1.32,2.06,13.43
4.65,11.18,0.42,0.83,3.51,0.24,3.80,8.67,0.44,0.45,1.90,3.54,0.54,1.28,3.61,4.89,1.39,0.98,0.54,1.35,2.04,12.00
4.74,10.48,0.45,0.01,1.06,0.01,4.73,10.41,0.45,0.45,2.13,4.01,0.53,2.36,5.39,7.75,1.62,0.55,0.72,1.49,2.58,11.61
5.38,11.87,0.45,0.04,1.17,0.03,5.33,11.70,0.46,0.45,2.12,3.98,0.53,2.41,5.02,7.43,1.63,0.68,0.83,1.65,2.77,12.90
4.69,10.63,0.44,0.15,1.43,0.11,4.53,10.21,0.44,0.45,2.03,3.81,0.53,2.22,5.19,7.42,1.62,0.65,0.76,1.66,2.54,11.54
5.24,12.64,0.41,1.33,4.62,0.29,3.90,9.02,0.43,0.47,2.70,4.43,0.61,0.73,2.66,3.39,2.58,1.05,0.27,1.79,2.09,14.49
5.66,13.68,0.41,1.83,5.73,0.32,3.86,8.94,0.43,0.48,2.78,4.44,0.63,0.59,3.36,3.95,2.93,1.10,0.26,1.78,2.29,15.99
5.57,13.53,0.41,1.87,5.79,0.32,3.69,8.75,0.42,0.48,2.79,4.30,0.65,0.60,3.60,4.20,2.85,1.08,0.32,1.76,2.09,15.78
5.13,12.39,0.41,0.92,3.55,0.26,4.23,9.83,0.43,0.45,2.05,3.61,0.57,1.07,2.67,3.73,1.90,1.05,0.27,1.53,2.54,13.26
5.58,13.50,0.41,0.93,3.54,0.26,4.67,10.99,0.42,0.45,2.81,4.47,0.63,1.04,2.93,3.97,2.30,1.05,0.31,1.59,2.68,14.92
4.98,12.29,0.41,1.14,4.03,0.28,3.84,9.25,0.42,0.45,2.23,3.79,0.59,0.89,2.80,3.69,2.35,0.95,0.25,1.53,2.53,13.35
4.59,10.91,0.42,0.34,1.98,0.17,4.23,9.91,0.43,0.44,2.49,4.36,0.57,1.47,3.09,4.55,1.87,0.84,0.52,1.84,2.67,11.97
4.72,10.97,0.43,0.39,2.08,0.19,4.34,9.90,0.44,0.45,2.30,4.02,0.57,1.57,3.39,4.95,1.86,0.82,0.56,1.72,2.68,12.14
4.57,11.17,0.41,0.64,2.77,0.23,3.90,9.38,0.42,0.44,2.34,4.04,0.58,1.68,3.29,4.97,1.78,0.78,0.42,1.95,2.84,12.06
5.02,12.45,0.40,1.01,3.71,0.27,4.02,9.72,0.41,0.44,2.16,3.71,0.58,0.75,2.49,3.24,2.51,0.87,0.29,1.74,2.38,13.23
4.81,12.20,0.39,0.90,3.71,0.24,3.91,9.51,0.41,0.43,2.47,4.07,0.61,0.74,2.27,3.01,2.42,0.87,0.21,1.52,2.24,12.99
5.29,12.66,0.42,0.88,3.46,0.25,4.44,10.20,0.43,0.45,2.23,3.76,0.59,0.84,2.29,3.13,2.85,1.08,0.22,1.69,2.28,13.74
3.19,8.43,0.38,1.07,3.76,0.28,2.11,5.66,0.37,0.44,1.17,2.43,0.48,0.55,2.02,2.56,0.98,0.48,0.15,0.80,1.87,8.60
2.80,7.46,0.37,1.05,3.81,0.27,1.71,4.66,0.37,0.45,0.84,2.02,0.42,0.35,1.78,2.14,1.06,0.45,0.16,0.73,1.63,7.41
3.08,8.31,0.37,1.36,4.63,0.29,1.73,4.68,0.37,0.45,1.21,2.48,0.49,0.28,1.64,1.92,0.96,0.45,0.12,0.77,1.60,8.73
5.93,13.62,0.44,0.56,2.67,0.21,5.37,11.96,0.45,0.46,2.61,4.30,0.61,1.51,3.33,4.84,2.03,0.93,0.51,1.61,2.49,15.04
5.28,12.36,0.43,0.55,2.66,0.21,4.70,10.68,0.44,0.45,2.02,3.68,0.55,1.39,3.36,4.75,1.80,0.86,0.44,1.48,2.45,13.06
5.50,12.87,0.43,0.94,3.47,0.27,4.56,10.40,0.44,0.46,1.97,3.62,0.55,1.32,3.34,4.66,2.17,0.87,0.37,1.44,2.50,13.91
4.86,11.93,0.41,1.29,4.46,0.29,3.57,8.48,0.42,0.46,2.12,3.70,0.57,0.98,3.72,4.69,1.96,1.08,0.34,1.53,2.15,13.12
4.97,12.36,0.40,1.44,4.90,0.29,3.51,8.48,0.41,0.46,2.44,3.99,0.61,0.81,3.39,4.20,2.21,1.03,0.27,1.47,1.98,13.78
4.58,11.19,0.41,1.26,4.22,0.30,3.35,7.95,0.42,0.47,2.04,3.47,0.59,0.80,3.25,4.05,1.68,0.76,0.23,1.25,1.79,12.52
4.02,9.98,0.40,0.28,1.88,0.15,3.77,9.08,0.42,0.42,1.80,3.33,0.54,1.42,3.22,4.65,1.30,0.67,0.43,1.29,2.26,10.18
4.01,9.53,0.42,0.44,2.20,0.20,3.59,8.32,0.43,0.44,1.81,3.41,0.53,1.45,3.02,4.47,1.24,0.59,0.44,1.20,1.99,10.30
4.78,11.43,0.42,0.59,2.59,0.23,4.19,9.83,0.43,0.44,2.07,3.75,0.55,1.48,3.30,4.79,1.80,0.80,0.30,1.58,2.42,12.24
4.74,11.11,0.43,0.50,2.35,0.21,4.23,9.76,0.43,0.45,2.02,3.53,0.57,1.58,3.83,5.41,1.55,0.74,0.71,1.40,2.69,11.98
4.58,11.16,0.41,0.75,3.01,0.25,3.82,9.13,0.42,0.44,2.27,3.81,0.60,1.29,4.02,5.31,1.65,0.76,0.61,1.55,2.71,12.16
5.01,12.06,0.42,1.06,3.76,0.28,3.96,9.32,0.43,0.46,2.16,3.68,0.59,1.16,3.99,5.15,1.40,0.67,0.57,1.48,2.85,13.27
3.35,8.51,0.39,0.76,3.06,0.25,2.58,6.44,0.40,0.44,1.35,2.76,0.49,0.75,1.94,2.69,1.52,0.68,0.20,0.99,1.62,8.78
2.66,7.25,0.37,0.52,2.58,0.20,2.13,5.66,0.38,0.40,1.48,2.87,0.52,0.56,1.57,2.13,1.46,0.73,0.19,0.96,1.70,7.32
3.20,8.33,0.38,0.74,3.23,0.23,2.48,6.12,0.41,0.43,1.41,2.74,0.51,0.54,2.28,2.82,1.65,0.56,0.16,1.18,1.65,8.58
4.25,10.39,0.41,0.77,3.22,0.24,3.48,8.16,0.43,0.45,1.96,3.45,0.57,1.35,3.33,4.67,1.73,0.86,0.47,1.33,2.26,11.22
4.71,11.48,0.41,0.88,3.45,0.26,3.85,9.02,0.43,0.45,2.33,3.91,0.60,1.29,3.79,5.08,2.32,1.02,0.45,1.62,2.39,12.68
3.95,9.92,0.40,0.96,3.58,0.27,2.97,7.32,0.41,0.45,2.10,3.67,0.57,0.93,3.08,4.00,1.85,0.85,0.35,1.42,2.16,10.93
4.18,10.35,0.40,0.45,2.41,0.19,3.73,8.97,0.42,0.43,1.81,3.28,0.55,1.32,3.70,5.01,1.60,0.80,0.58,1.46,2.42,10.61
4.28,10.49,0.41,0.93,3.42,0.27,3.40,8.08,0.42,0.45,1.46,2.96,0.49,1.30,3.41,4.71,1.67,0.82,0.57,1.30,2.22,11.06
3.74,9.67,0.39,0.74,3.19,0.23,2.98,7.47,0.40,0.42,1.55,3.04,0.51,1.03,2.94,3.97,2.02,0.81,0.50,1.55,2.12,9.74
5.75,12.81,0.45,0.28,1.86,0.15,5.48,11.92,0.46,0.46,2.63,4.74,0.56,2.63,5.38,8.01,1.43,0.67,0.90,1.80,2.78,14.42
5.28,11.61,0.45,0.18,1.54,0.11,5.11,11.06,0.46,0.46,2.23,4.26,0.52,2.37,5.11,7.48,1.43,0.65,0.78,1.46,2.36,12.98
5.58,11.85,0.47,0.21,1.77,0.12,5.37,11.07,0.49,0.48,2.04,3.96,0.51,2.14,4.79,6.93,1.38,0.61,0.71,1.60,2.20,13.42
4.80,10.80,0.44,0.10,1.31,0.08,4.69,10.48,0.45,0.45,2.22,4.17,0.53,2.09,4.19,6.28,0.88,0.50,0.65,1.63,2.53,11.91
5.48,11.85,0.46,0.06,1.25,0.05,5.42,11.61,0.47,0.47,2.54,4.72,0.54,2.37,4.90,7.27,1.07,0.53,0.67,1.78,2.56,13.57
4.99,10.81,0.46,0.05,1.21,0.04,4.94,10.59,0.47,0.46,2.20,4.33,0.51,2.10,4.19,6.29,1.09,0.49,0.73,1.67,2.52,12.23
3.85,9.45,0.41,0.53,2.64,0.20,3.32,7.79,0.43,0.44,2.40,4.08,0.59,0.63,2.09,2.72,2.54,0.74,0.20,1.56,1.75,10.63
4.89,12.15,0.40,0.80,3.26,0.25,4.07,9.88,0.41,0.44,2.59,4.24,0.61,0.62,2.91,3.53,3.49,0.99,0.20,2.03,2.14,13.12
4.73,12.08,0.39,0.82,3.41,0.24,3.93,9.66,0.41,0.43,2.59,4.40,0.59,0.51,2.58,3.09,3.34,0.93,0.21,1.96,2.15,12.90